oid_mitkan,ms_miklat,k_sug,t_sug,k_rechov,shem_recho,ms_bait,knisa,Full_Address,shem_rechov_eng,shetach_mr,k_sinon,t_sinon,hearot,h_sug,x_coord,y_coord,lon,lat,shem_baalim,shem,pail,from_time,to_time,opening_times,url_tik,telephone_henion,maneger_name,email,celolar,is_open,UniqueId,date_import,miklat_mungash
10951,20110,4.0,חניון מחסה לציבור,320.0,בילינסון,1, ,בילינסון 1 ,,1636.0,,,,,178733.95548131,664967.67996465,34.77242953,32.0768952,בנין מגורים פרטי,בילינסון 1,כשיר לשימוש,,,24/7,,עודד אב הבית - 054-2111405,אבנר מלכה - מספרה מתחת לבניין,,054-4990828/ ועד דר נעם הרטוק- 050-9750195,כן,592-1331,13/03/2026 10:13:17,
10952,9052,4.0,חניון מחסה לציבור,543.0,בן סרוק,11,,בן סרוק 11,,11047.0,,,,,179690.90783991,665961.82837606,34.78252368,32.08589437,"עת""א-יפו",חניון בניין סמל,כשיר לשימוש,,,24/7,,,מירון פלד,,053-2504090,כן,592-1332,13/03/2026 10:13:17,
10953,20112,8.0,מתקן מיגון קהילה ,506.0,הוז דב,18, ,הוז דב 18 ,,66.0,,,"ממד בקומות2,3, הכי מוגן שיש-מדרגות יציאת חירום חברותא, מדרגות בניין מרכזי ",,178692.58242257,665354.65151404,34.77197491,32.08038333,,מרכז קהילתי אריק איינשטיין,כשיר לשימוש,,,,,,,,,כן,592-1355,13/03/2026 10:13:17,
10954,20113,8.0,מתקן מיגון קהילה ,3933.0,רובנשטיין יצחק,14, ,3933 2 ,,150.0,,,"רק""ע",,177157.1572427,660299.90733773,34.75593472,32.03474417,,"בית רק""ע",כשיר לשימוש,,,,,,אורלי יוסף,,053-2505509,כן,592-1371,13/03/2026 10:13:17,
10955,20114,10.0,מתקן מיגון גני ילדים ,676.0,פומבדיתא,9, ,פומבדיתא 9 ,,46.0,,,אשכול גנים פומבדיתא 9,,180127.12745922,665409.24359155,34.7871669,32.08092658,,נחט אשכול פומפדיתא,כשיר לשימוש,,,,,,איריס מייסטר,,052-3748008,כן,592-2027,13/03/2026 10:13:17,
10956,20115,10.0,מתקן מיגון גני ילדים ,25.0,בן יהודה,193, ,בן יהודה 193 ,,44.0,,,אשכול גנים רמד בן יהודה,,178844.1846378,666553.67121631,34.77352988,32.09120128,,אשכול גנים בן יהודה,כשיר לשימוש,,,,,,מירית כהן,,050-7218966,כן,592-2045,13/03/2026 10:13:17,
10957,20116,10.0,מתקן מיגון גני ילדים ,556.0,צירלסון,6, ,צירלסון 6 ,,12.0,,,,,180711.49728886,666700.90542534,34.79330423,32.09259475,,גן ילדים כט,כשיר לשימוש,,,,,,יעל הלפרין,,0548112240,כן,592-2059,13/03/2026 10:13:17,
10958,20117,10.0,מתקן מיגון גני ילדים ,646.0,נגבה,3,,נגבה 3 ,,12.0,,,,,180673.15623443,662451.31439212,34.79306974,32.05427144,,גן ילדים הודיה - רא,כשיר לשימוש,,,,,,אפרת לוי,,050-4113641,כן,592-2080,13/03/2026 10:13:17,
10959,20118,10.0,מתקן מיגון גני ילדים ,4148.0,צוקרמן אנטק יצחק,28, ,צוקרמן אנטק יצחק 28 ,,12.0,,,,,182140.80331807,661539.16009712,34.80864561,32.04609526,,גן ילדים נמש - מו,כשיר לשימוש,,,,,,רבקה לוי,,055-6698114,כן,592-2091,13/03/2026 10:13:17,
10960,20122,10.0,מתקן מיגון גני ילדים ,3546.0,פלקירה,10, ,פלקירה 10 ,,12.0,,,,,179030.84490281,662157.55997507,34.77569222,32.05156478,,גן ילדים פלקירה 10,כשיר לשימוש,,,,,,אנגלה אברמוב,,054-5441724,כן,592-2225,13/03/2026 10:13:17,
10961,20123,4.0,חניון מחסה לציבור,644.0,אלון יגאל,57, ,אלון יגאל 57 ,,6200.0,,,לתושבים לרדת לקומה מינוס 3,,180500.52798934,663409.60875263,34.79120299,32.06290723,אשדר,הלויל סלע (אשדר 2000),כשיר לשימוש,,,24 שעות-לתושבים לרדת לקומה -3,,איתן יהודה אב הבית- משרד: 03-636640,שי כהן - מנהל החניון,,050-2568984/משרד: 03-658289,כן,592-2357,13/03/2026 10:13:17,
10962,79,4.0,חניון מחסה לציבור,3808.0,שנקר אריה,3, ,שנקר אריה 3 ,,2340.0,,,קומה (-2) כשירה לשימוש,,177733.49606094,663360.83768339,34.76190323,32.06236848,,בית שרבט / היכל סיטי,כשיר לשימוש,,,,,,,,,כן,592-2357,13/03/2026 10:13:17,
10963,20381,8.0,מתקן מיגון קהילה ,,הותיקים,11, ,הותיקים 11,,90.0,,,מקלט לא נגיש,,178953.51679302,661082.99344949,34.77491871,32.04187176,,מועדון קשישים בית עמיעז,כשיר לשימוש,,,,,,איילה נפוסי,,052-3862474,כן,592-2357,13/03/2026 10:13:17,
10964,20382,8.0,מתקן מיגון קהילה ,,בורלא יהודה,31, ,בורלא יהודה 31 ,,50.0,,,קאנטרי קהילתי ל',,180372.63380777,668504.87398647,34.78964109,32.10885081,,קאנטרי קהילתי ל',כשיר לשימוש,,,,,,,,,כן,592-2357,13/03/2026 10:13:17,
10965,20383,8.0,מתקן מיגון קהילה ,,הגולן,34, ,הגולן 34 ,,60.0,,,מ.ק. קוסאר,,184299.18438236,668265.51064664,34.83125167,32.10682173,,מרכז קהילתי קוסאר,כשיר לשימוש,,,,,,,,,כן,592-2357,13/03/2026 10:13:17,
10966,20418,8.0,מתקן מיגון קהילה ,,אברבנאל,74,א,אברבנאל 74א,,30.0,,,מרחבים מוגנים,,178123.43561454,662523.9184952,34.76606852,32.05483567,,מרכז קהילתי  פלורנטין,כשיר לשימוש,,,,,,מאיה אלקובי,,053-2507765,כן,592-2357,13/03/2026 10:13:17,
10967,20631,6.0,אחר,,סהרון,16,,סהרון 16 ,,10.0,,,מיגונית אחת,,176524.47034446,660231.16824014,34.74923993,32.03410042,,מיגונית פיקוד העורף,כשיר לשימוש,,,,,,,,,כן,592-2604,13/03/2026 10:13:17,
10968,20633,6.0,אחר,,ארליך,2,,ארליך 2 ,,20.0,,,שתי מיגוניות,,176791.5177236,661567.93113796,34.75200767,32.04616521,,מיגונית פיקוד העורף,כשיר לשימוש,,,,,,,,,כן,592-2612,13/03/2026 10:13:17,
10969,20126,8.0,מתקן מיגון קהילה ,3717.0,חריף אייזיק,23, ,חריף אייזיק 23 ,,100.0,,,,,176315.26804746,660007.31092232,34.74703529,32.03207375,,מרכז עירוני בני ברית,כשיר לשימוש,,,,,,יעל לוי,,052-9101977,כן,592-1369,13/03/2026 10:13:17,
10970,20129,10.0,מתקן מיגון גני ילדים ,3724.0,צונץ,7, ,צונץ 7 ,,12.0,,,גן ילדים  אוריין-לח,,177863.02924484,661152.82854864,34.76337047,32.04246187,,גן ילדים,כשיר לשימוש,,,,,,ורד חכים,,050-2274431,כן,592-2099,13/03/2026 10:13:17,
10971,20130,7.0,מקלט פנימי בשטח בית ספר,3641.0,הותיקים,2, ,הותיקים 2 ,,220.0,,,,,179196.62413817,661323.12379041,34.77748249,32.04404591,,בית ספר דיזנגוף,כשיר לשימוש,,,,, ,,,,כן,592-2141,13/03/2026 10:13:17,
10972,20131,7.0,מקלט פנימי בשטח בית ספר,1117.0,כהנשטם,16, ,כהנשטם 16 ,,340.0,,,,,180186.20454309,666362.77494529,34.7877536,32.08952738,,בית ספר אהבת ציון,כשיר לשימוש,,,,, ,,,,כן,592-2150,13/03/2026 10:13:17,
10973,20132,7.0,מקלט פנימי בשטח בית ספר,987.0,גרונימן,11, ,גרונימן 11 ,,70.0,,,,,181183.34995876,668191.57954168,34.79824311,32.10605344,,בית ספר אילנות,כשיר לשימוש,,,,, ,,,,כן,592-2159,13/03/2026 10:13:17,
10974,20133,7.0,מקלט פנימי בשטח בית ספר,3060.0,קדם,40, ,קדם 40 ,,122.0,,,,,176407.15517791,661592.85117334,34.74793705,32.04637534,,בית ספר חסן ערפה,כשיר לשימוש,,,,, ,,,,כן,592-2184,13/03/2026 10:13:17,
10975,20134,10.0,מתקן מיגון גני ילדים ,477.0,בני דן,6, ,בני דן 6 ,,12.0,,,גן ילדים שלום-אד,,179822.66502697,666966.19980198,34.7838778,32.0949562,,גן ילדים,כשיר לשימוש,,,,,,יעלה חברים,,054-8469003,כן,592-2220,13/03/2026 10:13:17,
10976,20137,8.0,מתקן מיגון קהילה ,646.0,מונש ג'ון סר,1, ,מונש ג'ון סר 1 ,,60.0,,,הבית לאומנויות,,180624.41716523,662468.18441607,34.79255298,32.0544219,,הבית לאומנויות,כשיר לשימוש,,,,,,דפנה בוטנר,,054-6634203,כן,592-1352,13/03/2026 10:13:17,
10977,20141,10.0,מתקן מיגון גני ילדים ,527.0,ליסין,22, ,ליסין 22 ,,45.0,,, ,,180700.1872728,665830.33118937,34.79321959,32.08474371,,אשכול גנים רפז,כשיר לשימוש,,,,,,יהודית יוסוב,,054-4696569,כן,592-2030,13/03/2026 10:13:17,
10978,20143,10.0,מתקן מיגון גני ילדים ,26.0,בוגרשוב,14, ,בוגרשוב 14 ,,12.0,,, ,,178317.50689007,664928.72490934,34.76802049,32.07652879,,גן ילדים,כשיר לשימוש,,,,,,,,,כן,592-2068,13/03/2026 10:13:17,
10979,20147,7.0,מקלט פנימי בשטח בית ספר,653.0,בן אביגדור,5, ,בן אביגדור 5 ,,170.0,,,,,180166.21751472,663877.75441726,34.7876436,32.06711728,,בית ספר עירוני ו- רוגוזין,כשיר לשימוש,,,,, ,,,,כן,592-2146,13/03/2026 10:13:17,
10980,20148,7.0,מקלט פנימי בשטח בית ספר,3117.0,מנדס פרנס,15, ,מנדס פרנס 15 ,,129.0,,,,,176439.0552232,661051.06340416,34.74829903,32.04149082,,בית ספר אחוה,כשיר לשימוש,,,,, ,,,,כן,592-2182,13/03/2026 10:13:17,
10981,20149,10.0,מתקן מיגון גני ילדים ,2124.0,למדן יצחק,7, ,למדן יצחק 7 ,,12.0,,,גן ילדים דקלה-כג,,183317.24198828,669542.9194602,34.82080003,32.11831004,,גן ילדים,כשיר לשימוש,,,,,,מירב חן חיון,,054-4572345,כן,592-2219,13/03/2026 10:13:17,
10982,20151,10.0,מתקן מיגון גני ילדים ,3430.0,מעפילי סלואדור,11, ,מעפילי סלואדור 11 ,,12.0,,,גן ילדים פרפר-קלט,,176809.08074853,661386.57288049,34.75220167,32.04453042,,גן ילדים,כשיר לשימוש,,,,,,נרגס מדוך,,054-4456138,כן,592-2228,13/03/2026 10:13:17,
10983,20155,10.0,מתקן מיגון גני ילדים ,783.0,טשרניחובסקי,22, ,טשרניחובסקי 22 ,,56.0,,,אשכול טשרניחובסקי,,178619.12631828,664493.6052916,34.77123351,32.07261594,,אשכול טשרניחובסקי,כשיר לשימוש,,,,,,מירב כהן,,052-4822758,כן,592-1353,13/03/2026 10:13:17,
10984,20156,10.0,מתקן מיגון גני ילדים ,69.0,החשמונאים,92, ,החשמונאים 92 ,,77.0,,,קאנטרי חשמונאים - אשכול יזח,,179789.44797981,664065.92768442,34.78364578,32.06880101,,יזח אשכול החשמונאים,כשיר לשימוש,,,,,,שירה אצלן,,052-5454402,כן,592-1357,13/03/2026 10:13:17,
10985,20158,10.0,מתקן מיגון גני ילדים ,3527.0,בעל העקידה,34, ,בעל העקידה 34 ,,66.0,,,אשכול שפירא,,179264.59223466,662203.65604051,34.77816529,32.05198882,,אשכול שפירא - נגט,כשיר לשימוש,,,,,,שקד דרורי,,054-6361276,כן,592-2028,13/03/2026 10:13:17,
10986,20159,10.0,מתקן מיגון גני ילדים ,187.0,דיזנגוף,221, ,דיזנגוף 221 ,,12.0,,,,,178959.65480174,666355.87093549,34.77476139,32.08942172,,אשכול  דיזינגוף,כשיר לשימוש,,,,,,שירה שמר,,052-8893130,כן,592-2041,13/03/2026 10:13:17,
10987,20161,10.0,מתקן מיגון גני ילדים ,3411.0,אריסטו,16, ,אריסטו 16 ,,12.0,,,גנים,,176079.06171211,660078.36002319,34.74453159,32.03270541,,גן ילדים קלג,כשיר לשימוש,,,,,,נגלא גפאלי,,052-8883028,כן,592-2077,13/03/2026 10:13:17,
10988,20162,10.0,מתקן מיגון גני ילדים ,3704.0,"שז""ר זלמן",46, ,"שז""ר זלמן 46 ",,12.0,,,גן ילדים - אשכול שורשים,,177783.29013163,660813.94206751,34.76254093,32.03940292,,גן ילדים,כשיר לשימוש,,,,,,לילך מגל,,052-3555107,כן,592-2105,13/03/2026 10:13:17,
10989,20163,7.0,מקלט פנימי בשטח בית ספר,733.0,עמישב,50, ,עמישב 50 ,,329.0,,,,,182000.68411914,663073.890276,34.80710225,32.05993058,,בית ספר שושנה דמארי,כשיר לשימוש,,,,, ,,,,כן,592-2148,13/03/2026 10:13:17,
10990,20165,10.0,מתקן מיגון גני ילדים ,3224.0,חסידי האומות,10, ,חסידי האומות 10 ,,12.0,,,מרחב מוגן בגן ילדים,,177336.23849695,661256.2776955,34.75778866,32.04337523,,גן ילדים בת הים-נג,כשיר לשימוש,,,,,,נאילה מזלבט,,050-7491875,כן,592-2218,13/03/2026 10:13:17,
10991,20167,8.0,מתקן מיגון קהילה ,4025.0,סמטת כביר,21, ,סמטת כביר 21 ,,12.0,,,,,180155.82149996,661900.74861047,34.78761437,32.04928864,,מרכז קהילתי בית דני,כשיר לשימוש,,,,,,,,,כן,592-1351,13/03/2026 10:13:17,
10992,20169,8.0,מתקן מיגון קהילה ,3060.0,קדם,109, ,קדם 109 ,,100.0,,,,,176322.56205781,660968.51528696,34.74706941,32.04074198,,מרכז ערבי יהודי יפו,כשיר לשימוש,,,,,,,,,כן,592-1370,13/03/2026 10:13:17,
10993,20171,7.0,מקלט פנימי בשטח בית ספר,984.0,רדינג,35, ,רדינג 35 ,,302.0,,,בית ספר אלומות,,180663.85422122,668377.17580517,34.79273173,32.10770933,,בית ספר אלומות,כשיר לשימוש,,,,, ,,,,כן,592-1833,13/03/2026 10:13:17,
10994,20173,7.0,מקלט פנימי בשטח בית ספר,2039.0,אנדרסן,22, ,אנדרסן 22 ,,318.0,,,,,181081.61681433,669095.53882504,34.79712909,32.11420167,,בית ספר ניצנים,כשיר לשימוש,,,,, ,,,,כן,592-1857,13/03/2026 10:13:17,
10995,20174,10.0,מתקן מיגון גני ילדים ,4207.0,מקראי קדש,4, ,מקראי קדש 4 ,,21.0,,,גן ילדים,,181331.34316887,661773.77843021,34.80006595,32.04818396,,גן ילדים קרן אור - סי,כשיר לשימוש,,,,, ,מירה סבג,,058-7405479,כן,592-1863,13/03/2026 10:13:17,
10996,928,1.0,מקלט ציבורי,3612.0,הותיקים,6, ,הותיקים 6 ,,100.0,,,,,179157.11008207,661270.13771518,34.77706636,32.04356668,,,כשיר לשימוש,,,,,,,,,כן,592-1887,13/03/2026 10:13:17,
10997,20177,7.0,מקלט פנימי בשטח בית ספר,3007.0,שבטי ישראל,77, ,שבטי ישראל 77 ,,330.0,,,,,176896.6818729,661283.51873418,34.75313371,32.0436044,,כולנא יחד,כשיר לשימוש,,,,, ,,,,כן,592-1905,13/03/2026 10:13:17,
10998,20178,7.0,מקלט פנימי בשטח בית ספר,3050.0,נועם,8, ,נועם 8 ,,105.0,,,,,177204.32230966,662138.61594818,34.75635324,32.05132705,,בית ספר הפתוח הדמוקרטי,כשיר לשימוש,,,,, ,,,,כן,592-1917,13/03/2026 10:13:17,
10999,20179,7.0,מקלט פנימי בשטח בית ספר,610.0,הרצוג,11, ,הרצוג 11,,200.0,,, בית ספר בבלי-ירושלמי,,181004.33670461,666978.93282006,34.79639516,32.09511197,, בית ספר בבלי-ירושלמי,כשיר לשימוש,,,,, ,,,,כן,592-1941,13/03/2026 10:13:17,
11000,20180,7.0,מקלט פנימי בשטח בית ספר,2076.0,יהודה הנשיא,6, ,יהודה הנשיא 6 ,,177.0,,,,,180809.72442832,669181.64794729,34.79424476,32.11496888,,בית ספר יחדיו,כשיר לשימוש,,,,, ,,,,כן,592-1965,13/03/2026 10:13:17,
11001,20181,10.0,מתקן מיגון גני ילדים ,1109.0,נשרי צבי,5, ,נשרי צבי 5 ,,12.0,,,גן ילדים כפתור-נהט,,181437.7233199,662473.61342378,34.80116462,32.05449855,,גן ילדים,כשיר לשימוש,,,,,,נועה רובל,,052-8384329,כן,592-2084,13/03/2026 10:13:17,
11002,20185,6.0,אחר,477.0,בני דן,62, ,בני דן 62 ,,40.0,,,בית דניאל,,180499.21198748,667050.67692192,34.79104127,32.09574159,,בית דניאל,כשיר לשימוש,9:00,17:00,,,,,,,כן,592-2153,13/03/2026 10:13:17,
11003,20385,8.0,מתקן מיגון קהילה ,,קיציס יוסף,23, ,קיציס יוסף 23 ,,50.0,,,,,183374.63406976,668355.35377419,34.82145289,32.10760267,,מרכז קהילתי בית פרנקפורט,כשיר לשימוש,,,,,,,,,כן,592-2357,13/03/2026 10:13:17,
11004,20634,6.0,אחר,,אנקאווא רפאל הרב,2,,אנקאווא רפאל הרב 2 ,,10.0,,,מיגונית אחת,,181389.01325074,661592.06717223,34.80068376,32.04654726,,מיגונית פיקוד העורף,כשיר לשימוש,,,,,,,,,כן,592-2614,13/03/2026 10:13:17,
11005,20640,8.0,מתקן מיגון קהילה ,,עוזרי אהובה,4,,עוזרי אהובה 4,,,,,ממדים במבנה המרכז הקהילתי ,,178760.14251849,661381.77787368,34.77285877,32.04455919,,קאנטרי גורן גולדשטיין,כשיר לשימוש,,,,,,,,,כן,592-2626,13/03/2026 10:13:17,
11006,20187,8.0,מתקן מיגון קהילה ,3704.0,"שז""ר זלמן",12, ,"שז""ר זלמן 12 ",,120.0,,,מרחבים מוגנים במרכז קהילתי ובחדר כושר,,178197.88872025,660763.97499657,34.7669324,32.03896755,,מרכז קהילתי נווה עופר,כשיר לשימוש,,,,,,ניקול דוקולסקי ,,053-3246789,כן,592-1350,13/03/2026 10:13:17,
11007,20188,8.0,מתקן מיגון קהילה ,890.0,אבנר,1, ,אבנר 1 ,,86.0,,,,,184296.38737839,670224.80542828,34.83115012,32.12449015,,מרכז קהילתי צהלה,כשיר לשימוש,,,,,,,,,כן,592-1365,13/03/2026 10:13:17,
11008,20189,7.0,מקלט פנימי בשטח בית ספר,744.0,הטייסים,28, ,הטייסים 28 ,,425.0,,,,,181592.6865399,662652.51067776,34.80279843,32.05611703,,אורט סינגלובסקי,כשיר לשימוש,,,,, ,,,,כן,592-1814,13/03/2026 10:13:17,
11009,20190,7.0,מקלט פנימי בשטח בית ספר,662.0,לויד ג'ורג',2, ,לויד ג'ורג' 2 ,,200.0,,,,,179495.69656277,663710.43217971,34.78054965,32.06558485,,בית ספר לאומנויות,כשיר לשימוש,,,,, ,,,,כן,592-1820,13/03/2026 10:13:17,
11010,20192,7.0,מקלט פנימי בשטח בית ספר,800.0,נמיר מרדכי,81, ,נמיר מרדכי 81 ,,586.0,,,"תיכון חדש - חט""ב",,180801.88441719,666347.36392341,34.79427596,32.0894097,,בית ספר תיכון חדש,כשיר לשימוש,,,,, ,,,,כן,592-1856,13/03/2026 10:13:17,
11011,20193,7.0,מקלט פנימי בשטח בית ספר,3007.0,שבטי ישראל,53, ,שבטי ישראל 53 ,,70.0,,,,,177013.91303933,661466.85099446,34.75436679,32.04526207,בית ספר קהילה עירוני,בית ספר יסודי קהילה,כשיר לשימוש,,,,, ,,,,כן,592-1880,13/03/2026 10:13:17,
11012,20194,7.0,מקלט פנימי בשטח בית ספר,640.0,"החי""ל",8, ,"החי""ל 8 ",,44.0,,,בית ספר,,180564.1720797,662641.82466259,34.79190803,32.05598568,,בית ספר יחד בנות,כשיר לשימוש,,,,, ,,,,כן,592-1886,13/03/2026 10:13:17,
11013,20196,7.0,מקלט פנימי בשטח בית ספר,3173.0,טולוז,6, ,טולוז 6 ,,147.0,,,דונולו הרופא 12,,176363.80411636,660871.23414885,34.7475104,32.03986629,,"בית ספר עירוני י""ב - חט""ב",כשיר לשימוש,,,,, ,,,,כן,592-1898,13/03/2026 10:13:17,
11014,20197,7.0,מקלט פנימי בשטח בית ספר,984.0,רדינג,47, ,רדינג 47 ,,290.0,,,בית ספר אלונים,,180856.23649435,668562.84606877,34.79476251,32.10939027,,בית ספר אלונים,כשיר לשימוש,,,,, ,,,,כן,592-1904,13/03/2026 10:13:17,
11015,20199,7.0,מקלט פנימי בשטח בית ספר,633.0,התשעים ושלוש,4, ,התשעים ושלוש 4 ,,187.0,,,,,180154.76049845,662700.36974571,34.78757044,32.05649945,,בית ספר עירוני ח,כשיר לשימוש,,,,, ,,,,כן,592-1922,13/03/2026 10:13:17,
11016,20200,7.0,מקלט פנימי בשטח בית ספר,3187.0,3756 (רחוב (181,2, ,3756 (רחוב (181 2 ,,163.0,,,"שני ממ""מים בק. קרקע וממ""מ בק. א",,176495.37930316,660616.69578748,34.74891474,32.03757593,,"בית ספר אג'יאל חט""ב",כשיר לשימוש,,,,, ,,,,כן,592-1934,13/03/2026 10:13:17,
11017,20201,7.0,מקלט פנימי בשטח בית ספר,2191.0,בית צורי אליהו,20, ,בית צורי אליהו 20 ,,415.0,,,,,181350.01519538,669928.50100761,34.7999398,32.12172223,,בית ספר בית צורי,כשיר לשימוש,,,,, ,,,,כן,592-1940,13/03/2026 10:13:17,
11018,20204,7.0,מקלט פנימי בשטח בית ספר,460.0,ההגנה,106, ,ההגנה 106 ,,70.0,,,בתי ספר לבנים אמרי דוד ובית ספר לבנות תפארת יוסף ,,180778.63138417,662298.39517502,34.79419274,32.05289606,,בית ספר,כשיר לשימוש,,,,, ,,,,כן,592-1958,13/03/2026 10:13:17,
11019,20210,7.0,מקלט פנימי בשטח בית ספר,463.0,דון-יחייא שבתי,1, ,דון-יחייא שבתי 1 ,,120.0,,,בית ספר יסודי נווה צדק,,177971.57839895,663594.08301453,34.76441434,32.06448062,,בית ספר יסודי נווה צדק,כשיר לשימוש,,,,, ,,,,כן,592-2024,13/03/2026 10:13:17,
11020,20211,10.0,מתקן מיגון גני ילדים ,3676.0,אורים,11,,אורים 11,,24.0,,,,,180422.71287887,661610.04319775,34.79045204,32.04667636,,גן ילדים יח עא,כשיר לשימוש,,,,,,נעמה ששון ,,0506566613,כן,592-2038,13/03/2026 10:13:17,
11021,20212,10.0,מתקן מיגון גני ילדים ,493.0,בובליק,10, ,בובליק 10 ,,44.0,,,אשכול בובליק,,180218.69858923,666910.05172227,34.78807542,32.09446373,,אשכול בובליק,כשיר לשימוש,,,,,,מוריה קופיץ,,0528951298,כן,592-2064,13/03/2026 10:13:17,
11022,20213,10.0,מתקן מיגון גני ילדים ,1269.0,פעמוני יוסף,15,,פעמוני יוסף 15,,56.0,,,אשכול פעמוני,,181094.95283326,666688.52040776,34.79736671,32.09249619,,אשכול פעמוני,כשיר לשימוש,,,,,,גלית לוי,,052-2717638,כן,592-2066,13/03/2026 10:13:17,
11023,20214,10.0,מתקן מיגון גני ילדים ,3513.0,"רלב""ג",18, ,"רלב""ג 18 ",,12.0,,,גן ילדים נפטון-סד,,179265.50923597,662107.27890369,34.77817903,32.05111974,,גן ילדים,כשיר לשימוש,,,,,,מיטל ערמי,,050-7670878,כן,592-2073,13/03/2026 10:13:17,
11024,20215,10.0,מתקן מיגון גני ילדים ,3826.0,מייזל זלמן,3, ,מייזל זלמן 3 ,,12.0,,,גנים,,176377.25813546,659872.15273044,34.74769757,32.03085728,,גן ילדים מ,כשיר לשימוש,,,,,,רינת שני כהן,,054-7609328,כן,592-2078,13/03/2026 10:13:17,
11025,20216,10.0,מתקן מיגון גני ילדים ,4146.0,ששת הימים,31, ,ששת הימים 31 ,,12.0,,,גן ילדים מנגו-רפה,,182137.71431369,661751.4403985,34.80860467,32.04800947,,גן ילדים,כשיר לשימוש,,,,,,נעמה דנה,,054-9737967,כן,592-2090,13/03/2026 10:13:17,
11026,20384,8.0,מתקן מיגון קהילה ,,עולי הגרדום,50, ,עולי הגרדום 50 ,,35.0,,,,,184779.49206427,668898.62854549,34.83631752,32.11254596,,מרכז קהילתי בית קמחי,כשיר לשימוש,,,,,,,,,כן,592-2357,13/03/2026 10:13:17,
11027,20220,7.0,מקלט פנימי בשטח בית ספר,572.0,חדרה,2, ,חדרה 2 ,,92.0,,,,,180051.65135207,665869.18724453,34.78634859,32.08507162,,בית ספר יסודי התורה ב,כשיר לשימוש,,,,, ,,,,כן,592-1855,13/03/2026 10:13:17,
11028,20223,7.0,מקלט פנימי בשטח בית ספר,3223.0,נחמן מברסלב,17, ,נחמן מברסלב 17 ,,183.0,,,,,176916.63790123,660875.68115517,34.75336303,32.03992735,,בית ספר שובו,כשיר לשימוש,,,,, ,,,,כן,592-1897,13/03/2026 10:13:17,
11029,20226,7.0,מקלט פנימי בשטח בית ספר,472.0,ויצמן,74, ,ויצמן 74 ,,243.0,,,,,180438.49590128,666710.85243946,34.7904119,32.09267503,,בית ספר תיכון עירוני ד,כשיר לשימוש,,,,, ,,,,כן,592-1927,13/03/2026 10:13:17,
11030,20227,7.0,מקלט פנימי בשטח בית ספר,2074.0,הצנחנים,16, ,הצנחנים 16 ,,115.0,,,,,185028.0184171,669312.91813366,34.83893588,32.11628957,,בית ספר שמחת תורה,כשיר לשימוש,,,,, ,,,,כן,592-1933,13/03/2026 10:13:17,
11031,20228,7.0,מקלט פנימי בשטח בית ספר,2355.0,אלוני ניסים,8, ,אלוני ניסים 8א,,354.0,,,,,181066.74979322,666221.74674507,34.79708663,32.08828596,,בית ספר יפה ירקוני,כשיר לשימוש,,,,, ,,,,כן,592-1951,13/03/2026 10:13:17,
11032,20230,7.0,מקלט פנימי בשטח בית ספר,194.0,ז'בוטינסקי,106, ,ז'בוטינסקי 106 ,,339.0,,,"חט""ב+תיכון",,179901.75613926,666068.45952745,34.78475265,32.08686336,,גימנסיה הרצליה,כשיר לשימוש,,,,, ,,,,כן,592-1963,13/03/2026 10:13:17,
11033,20231,7.0,מקלט פנימי בשטח בית ספר,899.0,עשהאל,3, ,עשהאל 3 ,,210.0,,,,,184926.91227356,670075.89221687,34.83783706,32.12316681,,בית ספר צהלה,כשיר לשימוש,,,,, ,,,,כן,592-1969,13/03/2026 10:13:17,
11034,20232,7.0,מקלט פנימי בשטח בית ספר,4176.0,מעפילי אגוז,76, ,מעפילי אגוז 76 ,,70.0,,,רוז מצקין,,182195.38739557,662371.36727862,34.80919128,32.05360178,,בית ספר רוז מצקין,כשיר לשימוש,,,,, ,,,,כן,592-1993,13/03/2026 10:13:17,
11035,20233,7.0,מקלט פנימי בשטח בית ספר,3382.0,בנטוב מרדכי,8, ,בנטוב מרדכי 8 ,,620.0,,,,,178241.47578213,661131.16051787,34.76737811,32.04228035,,"בית ספר שמעון פרס חט""ב+תיכון(שבח)",כשיר לשימוש,,,,, ,,,,כן,592-2011,13/03/2026 10:13:17,
11036,20235,10.0,מתקן מיגון גני ילדים ,3229.0,מאור עינים,7, ,מאור עינים 7 ,,24.0,,,גן ילדים,,176783.79971264,661035.44038198,34.75194959,32.04136302,,גן ילדים רץ,כשיר לשימוש,,,,,,,,,כן,592-2023,13/03/2026 10:13:17,
11037,20236,10.0,מתקן מיגון גני ילדים ,1256.0,טירת צבי,5, ,טירת צבי 5 ,,34.0,,,אשכול טירת צבי,,181057.90978067,664980.31798259,34.79704267,32.07709071,,אשכול טירת צבי,כשיר לשימוש,,,,,,שיר חגבי,,0525040112,כן,592-2029,13/03/2026 10:13:17,
11038,20239,10.0,מתקן מיגון גני ילדים ,3719.0,עירית,3, ,עירית 3 ,,12.0,,,גנים,,176533.92035788,660278.99330804,34.74933783,32.03453206,,גן ילדים שני,כשיר לשימוש,,,,,,סיוון שמש		,,052-5222660,כן,592-2076,13/03/2026 10:13:17,
