Manufacturer,Model,Year,Fuel_Type,Original_Price_ILS,Current_Price_ILS,Mileage_km,Hand,Ownership_Type
Geely,Geometry C,2019,Electric,155000,54643,91260,2,Leasing
Toyota,Corolla,2020,Hybrid,155000,59962,78305,1,Private
BYD,Atto 3,2023,Electric,165000,134834,18735,2,Private
Skoda,Octavia,2023,Petrol,160000,95228,21281,2,Leasing
Toyota,Corolla,2022,Hybrid,155000,99645,39810,3,Private
Tesla,Model 3,2019,Electric,200000,125196,87731,3,Private
Tesla,Model 3,2020,Electric,200000,132981,70224,1,Private
Mazda,Mazda 3,2018,Petrol,150000,115668,101501,3,Leasing
Geely,Geometry C,2020,Electric,155000,103284,68854,2,Leasing
Geely,Geometry C,2021,Electric,155000,76962,54983,3,Leasing
Hyundai,Tucson,2018,Petrol,175000,75368,108019,1,Leasing
Hyundai,Tucson,2020,Petrol,175000,81738,74962,1,Private
Skoda,Octavia,2019,Petrol,160000,59527,94390,1,Private
Skoda,Octavia,2021,Petrol,160000,133276,50148,1,Leasing
Geely,Geometry C,2020,Electric,155000,39432,78297,2,Private
Renault,Megane,2019,Diesel,140000,63500,89568,2,Private
Kia,Sportage,2021,Petrol,175000,59854,60569,3,Private
Kia,Sportage,2018,Petrol,175000,45015,111220,2,Company
BYD,Atto 3,2020,Electric,165000,137159,65823,3,Private
Tesla,Model 3,2021,Electric,200000,54258,61616,3,Private
Geely,Geometry C,2022,Electric,155000,87744,39447,2,Private
Kia,Sportage,2020,Petrol,175000,89958,74115,1,Private
Tesla,Model 3,2019,Electric,200000,200000,80163,2,Private
BYD,Atto 3,2024,Electric,165000,160051,1000,1,Private
Hyundai,Tucson,2018,Petrol,175000,175000,94904,3,Private
Tesla,Model 3,2018,Electric,200000,153805,101547,3,Private
Skoda,Octavia,2018,Petrol,160000,79246,106912,3,Leasing
Mazda,Mazda 3,2024,Petrol,150000,112250,5154,1,Private
Skoda,Octavia,2023,Petrol,160000,94761,24039,1,Private
BYD,Atto 3,2023,Electric,165000,165000,6771,2,Private
BYD,Atto 3,2018,Electric,165000,90804,105581,3,Private
Skoda,Octavia,2022,Petrol,160000,93940,40208,1,Private
Skoda,Octavia,2023,Petrol,160000,140865,18677,1,Private
Mazda,Mazda 3,2024,Petrol,150000,124268,3642,1,Private
Toyota,Corolla,2022,Hybrid,155000,155000,32573,1,Private
Mazda,Mazda 3,2021,Petrol,150000,63587,60119,2,Private
Geely,Geometry C,2024,Electric,155000,91453,7745,1,Private
Kia,Sportage,2021,Petrol,175000,91057,57950,1,Private
Kia,Sportage,2018,Petrol,175000,122638,104049,3,Private
Toyota,Corolla,2021,Hybrid,155000,52451,62064,3,Private
BYD,Atto 3,2023,Electric,165000,165000,11321,2,Company
Tesla,Model 3,2024,Electric,200000,95337,10678,1,Private
Geely,Geometry C,2020,Electric,155000,126597,67136,2,Private
Toyota,Corolla,2023,Hybrid,155000,126312,20033,1,Private
Tesla,Model 3,2022,Electric,200000,165148,34455,1,Private
Toyota,Corolla,2019,Hybrid,155000,155000,80551,2,Private
Geely,Geometry C,2024,Electric,155000,56484,10090,1,Leasing
Mazda,Mazda 3,2024,Petrol,150000,141332,1152,1,Private
Kia,Sportage,2024,Petrol,175000,160589,1000,1,Private
Toyota,Corolla,2021,Hybrid,155000,155000,44213,3,Private
Toyota,Corolla,2024,Hybrid,155000,109624,5837,1,Private
Kia,Sportage,2022,Petrol,175000,162241,32380,3,Private
Geely,Geometry C,2020,Electric,155000,119361,68230,2,Private
Hyundai,Tucson,2024,Petrol,175000,163195,1913,1,Private
Renault,Megane,2021,Diesel,140000,134811,46782,3,Private
Mazda,Mazda 3,2021,Petrol,150000,82333,57434,2,Private
Tesla,Model 3,2021,Electric,200000,166925,50645,3,Private
Mazda,Mazda 3,2024,Petrol,150000,93636,5107,1,Leasing
Skoda,Octavia,2020,Petrol,160000,121585,69445,2,Private
Hyundai,Tucson,2024,Petrol,175000,145878,1000,1,Company
Mazda,Mazda 3,2024,Petrol,150000,68340,8579,1,Leasing
Mazda,Mazda 3,2018,Petrol,150000,79601,107512,1,Leasing
Tesla,Model 3,2024,Electric,200000,169135,1023,1,Leasing
Skoda,Octavia,2023,Petrol,160000,146146,17444,1,Private
Kia,Sportage,2018,Petrol,175000,123220,104013,2,Private
Skoda,Octavia,2021,Petrol,160000,157378,49263,1,Private
Hyundai,Tucson,2021,Petrol,175000,175000,39523,3,Private
Renault,Megane,2022,Diesel,140000,88629,35897,1,Leasing
Tesla,Model 3,2020,Electric,200000,146835,68182,1,Company
BYD,Atto 3,2019,Electric,165000,92897,88626,1,Private
BYD,Atto 3,2019,Electric,165000,165000,77145,2,Private
Renault,Megane,2020,Diesel,140000,139358,62122,3,Private
Mazda,Mazda 3,2020,Petrol,150000,136792,66578,3,Private
Kia,Sportage,2024,Petrol,175000,166494,1000,1,Private
Toyota,Corolla,2018,Hybrid,155000,92629,107577,3,Private
Mazda,Mazda 3,2019,Petrol,150000,147520,80615,1,Leasing
Skoda,Octavia,2023,Petrol,160000,142401,16642,1,Leasing
Geely,Geometry C,2024,Electric,155000,142909,1000,1,Private
Skoda,Octavia,2021,Petrol,160000,107259,53188,1,Leasing
Geely,Geometry C,2020,Electric,155000,78353,71873,2,Leasing
Hyundai,Tucson,2023,Petrol,175000,175000,8983,2,Private
Toyota,Corolla,2021,Hybrid,155000,113284,55336,1,Private
Skoda,Octavia,2020,Petrol,160000,68189,74779,3,Company
Geely,Geometry C,2020,Electric,155000,155000,62475,3,Private
Skoda,Octavia,2024,Petrol,160000,149819,1000,1,Private
BYD,Atto 3,2019,Electric,165000,165000,77974,3,Private
Toyota,Corolla,2023,Hybrid,155000,84607,25544,1,Private
Toyota,Corolla,2022,Hybrid,155000,128960,34041,3,Leasing
Renault,Megane,2018,Diesel,140000,66997,106080,1,Private
Kia,Sportage,2018,Petrol,175000,73835,109011,3,Private
Hyundai,Tucson,2018,Petrol,175000,81973,107021,1,Leasing
BYD,Atto 3,2019,Electric,165000,111900,84788,3,Leasing
Toyota,Corolla,2019,Hybrid,155000,108469,89030,1,Private
Skoda,Octavia,2022,Petrol,160000,160000,30188,2,Private
Renault,Megane,2018,Diesel,140000,44559,109025,1,Private
Kia,Sportage,2020,Petrol,175000,175000,63883,2,Private
Geely,Geometry C,2020,Electric,155000,76950,72145,2,Company
BYD,Atto 3,2020,Electric,165000,49172,75489,3,Company
BYD,Atto 3,2021,Electric,165000,125694,51646,1,Private
Geely,Geometry C,2023,Electric,155000,94168,23165,2,Private
Tesla,Model 3,2023,Electric,200000,146467,17975,2,Company
Kia,Sportage,2019,Petrol,175000,109259,87031,1,Company
Renault,Megane,2021,Diesel,140000,20000,63563,1,Private
Tesla,Model 3,2022,Electric,200000,200000,25131,1,Private
Hyundai,Tucson,2019,Petrol,175000,127480,86094,2,Private
Renault,Megane,2020,Diesel,140000,62970,73299,2,Private
Geely,Geometry C,2020,Electric,155000,125601,65750,2,Leasing
Hyundai,Tucson,2020,Petrol,175000,121473,70673,3,Private
Toyota,Corolla,2023,Hybrid,155000,70981,27306,1,Private
Tesla,Model 3,2020,Electric,200000,156201,67268,3,Private
Toyota,Corolla,2018,Hybrid,155000,83117,108921,3,Private
BYD,Atto 3,2020,Electric,165000,94227,69899,3,Company
Toyota,Corolla,2024,Hybrid,155000,151080,1000,1,Private
Tesla,Model 3,2021,Electric,200000,200000,43380,2,Leasing
Toyota,Corolla,2021,Hybrid,155000,104397,55361,3,Private
Tesla,Model 3,2021,Electric,200000,176174,49505,3,Private
Kia,Sportage,2019,Petrol,175000,40320,96217,2,Private
Toyota,Corolla,2020,Hybrid,155000,57727,78140,3,Private
Toyota,Corolla,2021,Hybrid,155000,108970,55674,1,Private
Skoda,Octavia,2020,Petrol,160000,133950,67520,3,Private
Tesla,Model 3,2022,Electric,200000,152194,36481,1,Private
Geely,Geometry C,2022,Electric,155000,155000,30921,3,Private
BYD,Atto 3,2022,Electric,165000,104551,37730,3,Private
Skoda,Octavia,2018,Petrol,160000,28762,113389,3,Leasing
Toyota,Corolla,2022,Hybrid,155000,155000,29710,3,Private
BYD,Atto 3,2019,Electric,165000,120060,84620,2,Private
Hyundai,Tucson,2021,Petrol,175000,109434,53081,3,Leasing
Hyundai,Tucson,2018,Petrol,175000,128397,102510,1,Company
Mazda,Mazda 3,2024,Petrol,150000,146616,1000,1,Private
Renault,Megane,2022,Diesel,140000,137431,30799,3,Private
Renault,Megane,2024,Diesel,140000,93324,6261,1,Private
Hyundai,Tucson,2019,Petrol,175000,86965,90806,2,Private
Toyota,Corolla,2018,Hybrid,155000,112064,105205,1,Private
Mazda,Mazda 3,2019,Petrol,150000,116068,86816,2,Private
Toyota,Corolla,2019,Hybrid,155000,126623,86658,2,Private
Renault,Megane,2019,Diesel,140000,20000,95409,2,Leasing
Hyundai,Tucson,2018,Petrol,175000,145083,101395,3,Private
Skoda,Octavia,2020,Petrol,160000,62513,75857,1,Leasing
Mazda,Mazda 3,2021,Petrol,150000,95187,55918,1,Private
BYD,Atto 3,2019,Electric,165000,64198,91894,1,Private
Geely,Geometry C,2023,Electric,155000,112333,18711,1,Company
BYD,Atto 3,2018,Electric,165000,44302,111030,3,Private
BYD,Atto 3,2023,Electric,165000,86072,24286,2,Private
Toyota,Corolla,2024,Hybrid,155000,148382,1439,1,Private
Renault,Megane,2018,Diesel,140000,21059,111429,2,Leasing
BYD,Atto 3,2020,Electric,165000,165000,61231,1,Private
Toyota,Corolla,2020,Hybrid,155000,105002,72471,1,Private
Toyota,Corolla,2018,Hybrid,155000,116611,102818,2,Company
Hyundai,Tucson,2018,Petrol,175000,134983,103008,1,Private
Geely,Geometry C,2024,Electric,155000,136251,2593,1,Private
Skoda,Octavia,2018,Petrol,160000,100680,104677,3,Leasing
Skoda,Octavia,2020,Petrol,160000,148920,66864,1,Private
Geely,Geometry C,2022,Electric,155000,94339,36998,1,Leasing
Skoda,Octavia,2019,Petrol,160000,52346,95470,1,Private
Mazda,Mazda 3,2020,Petrol,150000,20000,84460,2,Leasing
Kia,Sportage,2024,Petrol,175000,140654,1000,1,Company
Mazda,Mazda 3,2020,Petrol,150000,102513,71782,1,Private
Skoda,Octavia,2018,Petrol,160000,98091,105926,3,Private
BYD,Atto 3,2019,Electric,165000,60601,90841,3,Leasing
Tesla,Model 3,2022,Electric,200000,102437,40740,3,Private
Mazda,Mazda 3,2024,Petrol,150000,100251,6479,1,Private
Geely,Geometry C,2020,Electric,155000,68835,74832,1,Private
Renault,Megane,2020,Diesel,140000,64881,72042,2,Leasing
Toyota,Corolla,2024,Hybrid,155000,120343,1654,1,Company
BYD,Atto 3,2020,Electric,165000,20000,80205,2,Leasing
Toyota,Corolla,2021,Hybrid,155000,89561,55901,2,Leasing
Geely,Geometry C,2024,Electric,155000,115689,2882,1,Company
Kia,Sportage,2022,Petrol,175000,175000,28457,2,Leasing
Toyota,Corolla,2022,Hybrid,155000,102304,39694,2,Private
Kia,Sportage,2024,Petrol,175000,118796,6401,1,Private
Geely,Geometry C,2022,Electric,155000,136525,32595,2,Private
Tesla,Model 3,2024,Electric,200000,196419,1000,1,Private
Kia,Sportage,2019,Petrol,175000,153971,83931,2,Private
Skoda,Octavia,2024,Petrol,160000,157273,1000,1,Private
Renault,Megane,2023,Diesel,140000,80513,21531,1,Leasing
Renault,Megane,2021,Diesel,140000,79913,55139,1,Private
Kia,Sportage,2019,Petrol,175000,150993,84133,1,Private
Geely,Geometry C,2021,Electric,155000,78440,55774,1,Leasing
Skoda,Octavia,2018,Petrol,160000,20000,117394,1,Leasing
BYD,Atto 3,2024,Electric,165000,136135,3600,1,Private
Geely,Geometry C,2024,Electric,155000,142572,1000,1,Private
Mazda,Mazda 3,2023,Petrol,150000,84657,22133,2,Leasing
Tesla,Model 3,2019,Electric,200000,57048,93759,1,Leasing
Hyundai,Tucson,2023,Petrol,175000,175000,13928,2,Private
Renault,Megane,2024,Diesel,140000,111778,1000,1,Company
Toyota,Corolla,2020,Hybrid,155000,116339,71270,3,Private
Kia,Sportage,2020,Petrol,175000,144651,68134,3,Private
Tesla,Model 3,2022,Electric,200000,178564,31646,3,Leasing
Kia,Sportage,2019,Petrol,175000,98764,89207,3,Private
Toyota,Corolla,2024,Hybrid,155000,129337,1000,1,Company
Hyundai,Tucson,2018,Petrol,175000,20000,116922,2,Private
Kia,Sportage,2020,Petrol,175000,94124,73698,1,Private
BYD,Atto 3,2019,Electric,165000,20000,100392,3,Private
Toyota,Corolla,2023,Hybrid,155000,123055,19812,2,Private
Kia,Sportage,2020,Petrol,175000,33379,78578,3,Leasing
BYD,Atto 3,2018,Electric,165000,74577,107275,2,Private
Renault,Megane,2020,Diesel,140000,140000,58436,3,Private
Mazda,Mazda 3,2019,Petrol,150000,91722,89252,3,Private
Geely,Geometry C,2023,Electric,155000,155000,12245,2,Private
Mazda,Mazda 3,2019,Petrol,150000,94379,87725,3,Leasing
Toyota,Corolla,2019,Hybrid,155000,153405,82655,1,Private
Toyota,Corolla,2021,Hybrid,155000,132470,52288,3,Private
Hyundai,Tucson,2024,Petrol,175000,35960,13415,1,Leasing
Kia,Sportage,2021,Petrol,175000,157643,50572,1,Private
Skoda,Octavia,2018,Petrol,160000,137851,100579,3,Private
Mazda,Mazda 3,2024,Petrol,150000,119959,1000,1,Leasing
Kia,Sportage,2022,Petrol,175000,123275,37456,3,Private
Renault,Megane,2023,Diesel,140000,126976,16182,1,Private
Toyota,Corolla,2018,Hybrid,155000,60235,111958,3,Private
Skoda,Octavia,2018,Petrol,160000,113189,102406,3,Leasing
BYD,Atto 3,2024,Electric,165000,139899,1000,1,Leasing
Renault,Megane,2024,Diesel,140000,118875,2488,1,Private
Skoda,Octavia,2024,Petrol,160000,156879,1000,1,Private
Toyota,Corolla,2018,Hybrid,155000,101986,105988,1,Company
Mazda,Mazda 3,2020,Petrol,150000,82996,72755,2,Leasing
Hyundai,Tucson,2024,Petrol,175000,141186,1000,1,Leasing
Mazda,Mazda 3,2021,Petrol,150000,136697,50127,1,Private
Kia,Sportage,2019,Petrol,175000,104027,88068,1,Company
Kia,Sportage,2020,Petrol,175000,145586,66678,1,Leasing
Tesla,Model 3,2022,Electric,200000,200000,27171,3,Private
BYD,Atto 3,2019,Electric,165000,35429,94591,1,Leasing
Geely,Geometry C,2023,Electric,155000,135716,15603,2,Company
Hyundai,Tucson,2018,Petrol,175000,81169,108559,3,Private
BYD,Atto 3,2018,Electric,165000,52750,110025,2,Private
Toyota,Corolla,2019,Hybrid,155000,111775,88957,1,Private
Hyundai,Tucson,2018,Petrol,175000,124651,103649,2,Private
Kia,Sportage,2021,Petrol,175000,56863,59506,2,Leasing
Tesla,Model 3,2019,Electric,200000,66740,93581,2,Private
Geely,Geometry C,2021,Electric,155000,124222,49963,1,Leasing
Hyundai,Tucson,2020,Petrol,175000,66127,75454,2,Leasing
Tesla,Model 3,2023,Electric,200000,200000,14343,2,Private
Toyota,Corolla,2018,Hybrid,155000,59051,112388,2,Private
Toyota,Corolla,2023,Hybrid,155000,145266,14890,1,Leasing
Geely,Geometry C,2020,Electric,155000,47422,76159,1,Leasing
Toyota,Corolla,2020,Hybrid,155000,155000,66152,1,Private
BYD,Atto 3,2021,Electric,165000,140994,50395,2,Private
Renault,Megane,2018,Diesel,140000,68141,105440,3,Private
Hyundai,Tucson,2022,Petrol,175000,89936,38819,3,Leasing
Hyundai,Tucson,2021,Petrol,175000,175000,44959,1,Company
Geely,Geometry C,2019,Electric,155000,31841,95912,1,Private
Toyota,Corolla,2024,Hybrid,155000,55221,10493,1,Company
Kia,Sportage,2021,Petrol,175000,175000,47072,2,Private
Toyota,Corolla,2021,Hybrid,155000,120649,51424,3,Company
BYD,Atto 3,2019,Electric,165000,75945,89367,2,Leasing
Skoda,Octavia,2020,Petrol,160000,87402,71931,3,Leasing
Kia,Sportage,2023,Petrol,175000,159710,16099,1,Leasing
Tesla,Model 3,2020,Electric,200000,142280,68253,3,Company
Kia,Sportage,2019,Petrol,175000,111801,88453,1,Private
Tesla,Model 3,2021,Electric,200000,142271,51811,1,Company
Kia,Sportage,2019,Petrol,175000,89278,90909,2,Private
Skoda,Octavia,2024,Petrol,160000,116986,5068,1,Private
Hyundai,Tucson,2022,Petrol,175000,150597,32493,3,Company
BYD,Atto 3,2020,Electric,165000,125057,67928,3,Private
Kia,Sportage,2019,Petrol,175000,32012,97504,1,Private
Mazda,Mazda 3,2023,Petrol,150000,116156,18675,1,Company
Hyundai,Tucson,2019,Petrol,175000,109286,88368,3,Private
Skoda,Octavia,2018,Petrol,160000,55251,111920,1,Private
Geely,Geometry C,2020,Electric,155000,118519,67509,3,Private
Toyota,Corolla,2024,Hybrid,155000,141592,1000,1,Private
Skoda,Octavia,2018,Petrol,160000,123988,102546,2,Private
Toyota,Corolla,2023,Hybrid,155000,98921,23704,1,Private
Skoda,Octavia,2020,Petrol,160000,131150,66102,3,Company
Tesla,Model 3,2019,Electric,200000,133419,87179,3,Private
BYD,Atto 3,2024,Electric,165000,131645,1000,1,Leasing
Toyota,Corolla,2021,Hybrid,155000,105495,55588,3,Private
Skoda,Octavia,2019,Petrol,160000,115760,86682,3,Private
Kia,Sportage,2018,Petrol,175000,119088,103569,2,Private
Renault,Megane,2022,Diesel,140000,97305,34337,3,Leasing
Tesla,Model 3,2020,Electric,200000,57511,77925,2,Private
Tesla,Model 3,2020,Electric,200000,176716,65648,1,Private
Kia,Sportage,2021,Petrol,175000,95475,57012,2,Private
Toyota,Corolla,2019,Hybrid,155000,68107,92891,1,Company
Tesla,Model 3,2023,Electric,200000,142003,20840,2,Private
Mazda,Mazda 3,2021,Petrol,150000,141325,50519,1,Private
Skoda,Octavia,2019,Petrol,160000,68560,92950,2,Private
Geely,Geometry C,2022,Electric,155000,20000,48701,1,Private
Mazda,Mazda 3,2020,Petrol,150000,67273,76477,3,Private
Tesla,Model 3,2019,Electric,200000,172005,81298,2,Leasing
Tesla,Model 3,2022,Electric,200000,132667,37701,1,Private
Geely,Geometry C,2022,Electric,155000,99304,37733,3,Private
Skoda,Octavia,2024,Petrol,160000,136841,1144,1,Leasing
Kia,Sportage,2020,Petrol,175000,146257,67019,3,Private
Hyundai,Tucson,2020,Petrol,175000,169933,64102,3,Private
BYD,Atto 3,2024,Electric,165000,154757,1000,1,Private
Geely,Geometry C,2023,Electric,155000,155000,13342,1,Private
BYD,Atto 3,2024,Electric,165000,133332,3410,1,Private
Tesla,Model 3,2023,Electric,200000,172694,18919,1,Private
Toyota,Corolla,2019,Hybrid,155000,133389,84820,1,Leasing
Mazda,Mazda 3,2019,Petrol,150000,20000,100715,2,Company
Toyota,Corolla,2021,Hybrid,155000,140769,51651,2,Private
Skoda,Octavia,2020,Petrol,160000,86474,73872,1,Private
Tesla,Model 3,2022,Electric,200000,178678,33955,2,Private
Toyota,Corolla,2023,Hybrid,155000,155000,14452,1,Private
Hyundai,Tucson,2020,Petrol,175000,108312,71584,2,Private
Renault,Megane,2020,Diesel,140000,90201,69720,1,Private
Toyota,Corolla,2023,Hybrid,155000,155000,13143,1,Private
Geely,Geometry C,2021,Electric,155000,81431,55022,2,Company
Kia,Sportage,2018,Petrol,175000,116721,104049,3,Private
Renault,Megane,2024,Diesel,140000,119419,1000,1,Leasing
Mazda,Mazda 3,2022,Petrol,150000,150000,30764,2,Private
Mazda,Mazda 3,2021,Petrol,150000,132033,49431,3,Company
BYD,Atto 3,2024,Electric,165000,137724,1000,1,Leasing
Geely,Geometry C,2020,Electric,155000,103529,69463,2,Private
BYD,Atto 3,2020,Electric,165000,165000,60490,3,Company
Toyota,Corolla,2022,Hybrid,155000,104346,37912,1,Leasing
Kia,Sportage,2021,Petrol,175000,174632,47439,3,Private
Tesla,Model 3,2022,Electric,200000,199908,31108,1,Private
Renault,Megane,2023,Diesel,140000,42355,26992,1,Leasing
Renault,Megane,2018,Diesel,140000,66799,105274,1,Company
Kia,Sportage,2018,Petrol,175000,20000,117083,1,Company
Toyota,Corolla,2023,Hybrid,155000,155000,15969,1,Private
Mazda,Mazda 3,2018,Petrol,150000,137934,100056,2,Private
Renault,Megane,2020,Diesel,140000,79550,69501,1,Leasing
Skoda,Octavia,2022,Petrol,160000,118957,37234,1,Private
BYD,Atto 3,2022,Electric,165000,103544,36447,1,Company
BYD,Atto 3,2019,Electric,165000,76430,90336,1,Private
Kia,Sportage,2021,Petrol,175000,28155,64648,2,Private
Skoda,Octavia,2022,Petrol,160000,90093,41301,1,Private
Toyota,Corolla,2022,Hybrid,155000,128912,35373,3,Private
Geely,Geometry C,2022,Electric,155000,75187,41021,2,Private
Kia,Sportage,2021,Petrol,175000,171472,48201,2,Private
Renault,Megane,2018,Diesel,140000,54066,106722,3,Leasing
Renault,Megane,2018,Diesel,140000,20000,115171,1,Private
BYD,Atto 3,2022,Electric,165000,96321,37423,2,Leasing
Tesla,Model 3,2023,Electric,200000,151319,20841,1,Private
Mazda,Mazda 3,2021,Petrol,150000,74701,59431,1,Private
Toyota,Corolla,2022,Hybrid,155000,155000,26136,3,Private
BYD,Atto 3,2024,Electric,165000,111054,4334,1,Company
BYD,Atto 3,2020,Electric,165000,110532,69733,1,Private
Geely,Geometry C,2023,Electric,155000,138202,16883,2,Private
Kia,Sportage,2019,Petrol,175000,85392,91022,2,Private
Hyundai,Tucson,2020,Petrol,175000,111367,69523,3,Leasing
Toyota,Corolla,2018,Hybrid,155000,41353,113352,1,Leasing
Kia,Sportage,2020,Petrol,175000,96736,71574,3,Leasing
Tesla,Model 3,2018,Electric,200000,74638,109451,3,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,7233,2,Leasing
Skoda,Octavia,2024,Petrol,160000,150414,1000,1,Private
Mazda,Mazda 3,2022,Petrol,150000,136052,31844,1,Company
Renault,Megane,2023,Diesel,140000,61722,24009,2,Leasing
Geely,Geometry C,2021,Electric,155000,101182,54043,2,Private
Skoda,Octavia,2022,Petrol,160000,115512,35557,2,Leasing
Kia,Sportage,2019,Petrol,175000,114622,87730,3,Private
Renault,Megane,2022,Diesel,140000,56169,42393,1,Private
Tesla,Model 3,2024,Electric,200000,188597,1000,1,Private
Tesla,Model 3,2020,Electric,200000,170835,66961,1,Private
Mazda,Mazda 3,2019,Petrol,150000,80118,89994,2,Leasing
Skoda,Octavia,2020,Petrol,160000,104677,71988,2,Private
Mazda,Mazda 3,2024,Petrol,150000,137525,1000,1,Private
BYD,Atto 3,2024,Electric,165000,137319,1000,1,Leasing
Tesla,Model 3,2024,Electric,200000,194683,1000,1,Private
Toyota,Corolla,2023,Hybrid,155000,155000,14139,2,Private
Hyundai,Tucson,2018,Petrol,175000,20000,116635,2,Private
Skoda,Octavia,2018,Petrol,160000,104265,105012,3,Private
Skoda,Octavia,2023,Petrol,160000,153769,17153,1,Private
Skoda,Octavia,2023,Petrol,160000,119184,20935,2,Private
Tesla,Model 3,2020,Electric,200000,158256,65917,2,Leasing
Tesla,Model 3,2018,Electric,200000,63680,110677,2,Private
Kia,Sportage,2018,Petrol,175000,44955,112742,1,Private
Renault,Megane,2019,Diesel,140000,64631,88495,1,Company
Geely,Geometry C,2020,Electric,155000,153068,63863,1,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,14833,1,Private
BYD,Atto 3,2020,Electric,165000,95376,71516,1,Private
Hyundai,Tucson,2021,Petrol,175000,131925,50879,2,Leasing
Kia,Sportage,2021,Petrol,175000,150668,50189,2,Private
Mazda,Mazda 3,2024,Petrol,150000,139637,1000,1,Private
Skoda,Octavia,2022,Petrol,160000,134467,35064,1,Private
Geely,Geometry C,2018,Electric,155000,76930,105229,3,Leasing
Tesla,Model 3,2018,Electric,200000,79421,107942,2,Leasing
BYD,Atto 3,2021,Electric,165000,57895,59343,3,Private
Kia,Sportage,2024,Petrol,175000,168486,1000,1,Private
Tesla,Model 3,2018,Electric,200000,20000,119646,2,Private
Kia,Sportage,2021,Petrol,175000,118003,54842,2,Private
Renault,Megane,2021,Diesel,140000,32834,61232,2,Private
Mazda,Mazda 3,2020,Petrol,150000,119515,69700,2,Private
BYD,Atto 3,2022,Electric,165000,153641,32097,3,Private
Skoda,Octavia,2024,Petrol,160000,95698,5445,1,Leasing
Skoda,Octavia,2018,Petrol,160000,110547,104688,3,Private
Mazda,Mazda 3,2024,Petrol,150000,145900,1000,1,Private
Tesla,Model 3,2018,Electric,200000,152940,101280,2,Private
BYD,Atto 3,2019,Electric,165000,114523,85063,1,Company
Geely,Geometry C,2022,Electric,155000,117456,36209,1,Private
Renault,Megane,2024,Diesel,140000,134148,1000,1,Private
Geely,Geometry C,2023,Electric,155000,65349,24745,2,Leasing
Tesla,Model 3,2024,Electric,200000,189271,1000,1,Private
Mazda,Mazda 3,2019,Petrol,150000,102793,88615,3,Private
Geely,Geometry C,2018,Electric,155000,95559,104641,1,Private
Renault,Megane,2023,Diesel,140000,118263,17452,2,Private
Hyundai,Tucson,2020,Petrol,175000,119805,68624,3,Leasing
BYD,Atto 3,2018,Electric,165000,102362,104690,1,Private
Geely,Geometry C,2019,Electric,155000,74142,90020,1,Private
Hyundai,Tucson,2020,Petrol,175000,62914,77389,1,Private
Hyundai,Tucson,2019,Petrol,175000,80422,90456,3,Leasing
Renault,Megane,2023,Diesel,140000,38802,29219,2,Private
Geely,Geometry C,2024,Electric,155000,130224,1000,1,Leasing
Geely,Geometry C,2023,Electric,155000,72338,23550,2,Company
BYD,Atto 3,2024,Electric,165000,154872,1476,1,Private
Hyundai,Tucson,2023,Petrol,175000,175000,12863,2,Private
Kia,Sportage,2023,Petrol,175000,69823,25176,2,Leasing
Kia,Sportage,2023,Petrol,175000,175000,9442,2,Leasing
Mazda,Mazda 3,2023,Petrol,150000,99753,20192,1,Leasing
Skoda,Octavia,2022,Petrol,160000,152605,32830,2,Private
Geely,Geometry C,2020,Electric,155000,123140,66307,2,Company
Toyota,Corolla,2022,Hybrid,155000,155000,29232,2,Private
Toyota,Corolla,2023,Hybrid,155000,130893,18682,2,Private
BYD,Atto 3,2021,Electric,165000,60220,58376,1,Leasing
Kia,Sportage,2021,Petrol,175000,61983,60710,2,Private
Kia,Sportage,2022,Petrol,175000,42087,46266,3,Private
Toyota,Corolla,2022,Hybrid,155000,87828,40825,2,Private
Toyota,Corolla,2018,Hybrid,155000,84194,108961,1,Private
Tesla,Model 3,2024,Electric,200000,122852,5721,1,Leasing
Toyota,Corolla,2018,Hybrid,155000,65066,111214,2,Private
Toyota,Corolla,2023,Hybrid,155000,132083,19236,2,Private
Kia,Sportage,2020,Petrol,175000,100658,72433,3,Private
BYD,Atto 3,2023,Electric,165000,163746,12997,2,Company
Hyundai,Tucson,2021,Petrol,175000,163187,49480,1,Private
Hyundai,Tucson,2023,Petrol,175000,76800,24980,1,Leasing
Toyota,Corolla,2023,Hybrid,155000,154370,16509,1,Private
BYD,Atto 3,2019,Electric,165000,136759,81737,2,Company
Hyundai,Tucson,2023,Petrol,175000,128458,21620,1,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,9133,2,Private
Tesla,Model 3,2024,Electric,200000,186251,1000,1,Private
Geely,Geometry C,2024,Electric,155000,131240,1000,1,Leasing
Tesla,Model 3,2020,Electric,200000,200000,60530,3,Leasing
Toyota,Corolla,2018,Hybrid,155000,82060,109513,1,Private
Hyundai,Tucson,2020,Petrol,175000,147892,68112,1,Private
Kia,Sportage,2022,Petrol,175000,85714,41808,2,Private
Renault,Megane,2024,Diesel,140000,119121,1000,1,Company
Skoda,Octavia,2021,Petrol,160000,158845,48886,2,Private
Kia,Sportage,2024,Petrol,175000,161524,1000,1,Private
Toyota,Corolla,2023,Hybrid,155000,124161,20073,1,Private
Hyundai,Tucson,2022,Petrol,175000,166474,32911,1,Private
Kia,Sportage,2020,Petrol,175000,62793,75581,3,Leasing
